"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
1.327823081E2	-5.984473974E-4	1.359313726E-3	-1.976013184E-3	2.471942798E-3
1.327873319E2	4.201307893E-3	1.317679882E-3	7.543563843E-3	8.734564885E-3
1.327923556E2	4.210034385E-3	6.132781506E-3	-1.627635956E-2	1.789567766E-2
1.327973794E2	-5.390128121E-3	1.353055239E-3	-1.888275146E-3	5.869397130E-3
1.328024031E2	4.147923551E-3	1.364141703E-3	7.628440857E-3	8.789724813E-3
1.328074269E2	-6.480226293E-4	1.322537661E-3	7.565498352E-3	7.707516105E-3
1.328124506E2	-5.401168019E-3	6.032198668E-3	-6.750106812E-3	1.054153588E-2
1.328174744E2	4.191059619E-3	6.004244089E-3	7.557868958E-3	1.052317970E-2
1.328224981E2	-5.302193575E-3	-8.276492357E-3	-6.758689880E-3	1.192868272E-2
1.328275219E2	4.233708605E-3	6.067991257E-3	-6.703376770E-3	9.983990513E-3
1.328325456E2	4.136830568E-3	1.236081123E-3	2.855300903E-3	5.176292780E-3
1.328375694E2	4.146093503E-3	-3.502875566E-3	2.830505371E-3	6.121436859E-3
1.328425931E2	-5.957530811E-4	1.299738884E-3	-6.695747375E-3	6.846698169E-3
1.328476169E2	4.151314497E-3	1.311272383E-3	-1.889228821E-3	4.745738388E-3
1.328526406E2	-5.341608077E-3	-3.428310156E-3	7.627487183E-3	9.922935458E-3
1.328576644E2	-5.549937487E-4	-3.324717283E-3	1.231384277E-2	1.276685110E-2
1.328626881E2	4.139064811E-3	6.174772978E-3	-6.792068481E-3	1.006935316E-2
1.328677119E2	8.899341337E-3	-3.356397152E-3	-1.148796082E-2	1.491431935E-2
1.328727356E2	4.117882811E-3	-3.358721733E-3	1.236438751E-2	1.345793629E-2
1.328777594E2	-6.251446903E-4	-3.308296204E-3	-1.992225647E-3	3.912108470E-3
1.328827831E2	-5.381314084E-3	-3.258287907E-3	-1.976966858E-3	6.594192847E-3
1.328878069E2	-5.345401354E-3	-3.208756447E-3	-1.961708069E-3	6.535880363E-3
1.328928306E2	8.890641853E-3	-3.159642220E-3	-6.697654724E-3	1.157088719E-2
1.328978544E2	-6.944425404E-4	-3.163605928E-3	-2.089405060E-2	2.114360431E-2
1.329028781E2	-6.975866854E-4	-7.865875959E-3	3.033638000E-3	8.459408449E-3
1.329079019E2	-5.450323224E-3	1.776695251E-3	1.250934601E-2	1.376032001E-2
1.329129256E2	-5.413834937E-3	1.123365760E-2	-6.598472595E-3	1.410831359E-2
1.329179494E2	-5.379064940E-3	6.411433220E-3	2.957344055E-3	8.876187212E-3
1.329229731E2	4.211560823E-3	6.380379200E-3	1.718521118E-2	1.880898633E-2
1.329279969E2	-5.834996700E-4	-3.152489662E-3	2.787590027E-3	4.248449257E-3
1.329330206E2	4.164879210E-3	1.699805260E-3	2.762794495E-3	5.279070958E-3
1.329380444E2	4.068573005E-3	1.121008396E-2	7.490158081E-3	1.408267506E-2
1.329430681E2	8.776769042E-3	1.636952162E-3	2.675056458E-3	9.320258272E-3
1.329480919E2	-7.546991110E-4	1.593023539E-3	-1.159954071E-2	1.173271663E-2
1.329531156E2	-1.025940664E-2	-1.270362735E-2	1.700401306E-2	2.357486018E-2
1.329581394E2	4.070254043E-3	-7.824361324E-3	1.211071014E-2	1.498188567E-2
1.329631631E2	-5.473246798E-3	-7.789522409E-3	-2.242088318E-3	9.780595580E-3
1.329681869E2	4.064083099E-3	1.124927402E-2	-6.974220276E-3	1.384567390E-2
1.329732106E2	4.072537646E-3	-7.826149464E-3	2.584457397E-3	9.193127778E-3
1.329782344E2	-6.672805175E-4	-2.987623215E-3	2.561569214E-3	3.991590234E-3
1.329832581E2	-5.421684124E-3	1.810669899E-3	2.539634705E-3	6.254832424E-3
1.329882819E2	8.866247721E-3	1.818001270E-3	7.268905640E-3	1.160829300E-2
1.329933056E2	-6.659654900E-4	6.576269865E-3	2.455711365E-3	7.051337014E-3
1.329983294E2	-5.420380272E-3	-2.905547619E-3	-2.132129669E-2	2.219054803E-2
1.330033531E2	-6.331093609E-4	-2.858966589E-3	2.610206604E-3	3.922715378E-3
1.330083769E2	-6.367648020E-4	1.990944147E-3	1.208877563E-2	1.226816304E-2
1.330134006E2	-5.392835476E-3	-7.505267859E-3	2.484321594E-3	9.569930714E-3
1.330184244E2	-5.410908721E-3	-7.472962141E-3	2.464294434E-3	9.549651481E-3
1.330234481E2	-5.322081037E-3	2.113729715E-3	7.194519043E-3	9.195297936E-3
1.330284719E2	-5.286661908E-3	6.869524717E-3	7.133483887E-3	1.122611938E-2
1.330334956E2	-5.200281739E-3	-2.667367458E-3	2.322196960E-3	6.288909130E-3
1.330385194E2	-5.218547769E-3	2.075612545E-3	2.304077148E-3	6.070434890E-3
1.330435431E2	4.265403375E-3	-2.670347691E-3	2.284049988E-3	5.526419011E-3
1.330485669E2	-1.003217045E-2	2.019971609E-3	-1.673698425E-2	1.961762909E-2
1.330535906E2	-4.568491131E-4	-2.725481987E-3	-1.184844971E-2	1.216645896E-2
1.330586144E2	9.040091187E-3	-2.733051777E-3	7.255554199E-3	1.190948729E-2
1.330636381E2	4.204792902E-3	2.010464668E-3	-7.057189941E-3	8.457315260E-3
1.330686619E2	-1.009227615E-2	6.819814444E-3	-2.248764038E-3	1.238631691E-2
1.330736856E2	4.235991277E-3	-2.716720104E-3	7.270812988E-3	8.842449419E-3
1.330787094E2	4.191759974E-3	-7.422715425E-3	-7.043838501E-3	1.105817421E-2
1.330837331E2	-1.010520011E-2	2.110898495E-3	-6.983757019E-3	1.246370025E-2
1.330887569E2	-1.478236727E-2	6.814122200E-3	1.683044434E-2	2.341398087E-2
1.330937806E2	4.336017184E-3	-2.722352743E-3	1.193904877E-2	1.299050172E-2
1.330988044E2	-4.600808024E-4	6.772100925E-3	-1.191520691E-2	1.371295668E-2
1.331038281E2	-5.268880166E-3	-2.816706896E-3	2.438545227E-3	6.453017803E-3
1.331088519E2	-4.842849448E-4	-2.770811319E-3	1.191997528E-2	1.224735637E-2
1.331138756E2	-9.992659092E-3	2.025753260E-3	-2.433776855E-3	1.048237482E-2
1.331188994E2	-9.970988147E-3	1.148065925E-2	-7.164001465E-3	1.680919565E-2
1.331239231E2	4.408937879E-3	6.656318903E-3	1.189899445E-2	1.432938880E-2
1.331289469E2	4.468604922E-3	6.570547819E-3	-2.451896667E-3	8.315787748E-3
1.331339706E2	-9.830662981E-3	1.787126064E-3	-7.184028625E-3	1.230634070E-2
1.331389944E2	-3.082761541E-4	1.689285040E-3	-7.122039795E-3	7.326129194E-3
1.331440181E2	9.240094572E-3	-7.804453373E-3	2.144241333E-2	2.461840632E-2
1.331490419E2	-5.046265200E-3	-3.018707037E-3	-2.490043640E-3	6.385742085E-3
1.331540656E2	-9.762762114E-3	1.727133989E-3	-2.468109131E-3	1.021695055E-2
1.331590894E2	-2.409424633E-4	-3.068596125E-3	2.304077148E-3	3.844880616E-3
1.331641131E2	-4.946229048E-3	-3.073304892E-3	2.285957336E-3	6.255876093E-3
1.331691369E2	-4.915357567E-3	6.424129009E-3	-1.198482513E-2	1.445912193E-2
1.331741606E2	-7.820967585E-5	1.589208841E-3	7.120132446E-3	7.295751335E-3
1.331791844E2	-4.784852266E-3	-3.152698278E-3	7.060050964E-3	9.092779403E-3
1.331842081E2	4.853494465E-3	1.594305038E-3	-1.200199127E-2	1.304400290E-2
1.331892319E2	5.308445543E-5	6.301760674E-3	7.102966309E-3	9.495637731E-3
1.331942556E2	-4.707322456E-3	1.520574093E-3	1.179409027E-2	1.278951116E-2
1.331992794E2	-9.375388734E-3	1.477599144E-3	2.194404602E-3	9.741489860E-3
1.332043031E2	-4.555160180E-3	-3.316044807E-3	-1.207637787E-2	1.332608494E-2
1.332093269E2	2.249004319E-4	-8.017033339E-3	1.177883148E-2	1.425006227E-2
1.332143506E2	9.716159664E-3	-7.875144482E-3	-7.325172424E-3	1.449413020E-2
1.332193744E2	1.256102696E-4	6.465882063E-3	2.236366272E-3	6.842860724E-3
1.332243981E2	1.156320795E-4	-3.120362759E-3	6.970405579E-3	7.637839253E-3
1.332294219E2	9.607801214E-3	6.430089474E-3	1.166248322E-2	1.642161410E-2
1.332344456E2	1.673959196E-5	1.647830009E-3	-1.219177246E-2	1.230263954E-2
1.332394694E2	4.757286049E-3	6.354868412E-3	2.163887024E-3	8.227911651E-3
1.332444931E2	4.708710127E-3	1.520574093E-3	1.164913177E-2	1.265647533E-2
1.332495169E2	-1.431647688E-4	-8.024424314E-3	1.155281067E-2	1.406695831E-2
1.332545406E2	-4.849264398E-3	1.566857100E-3	1.953125000E-3	5.457573054E-3
1.332595644E2	4.789622501E-3	-3.227531910E-3	1.937866211E-3	6.092025228E-3
1.332645881E2	4.383176565E-5	-3.230988979E-3	-7.578849792E-3	8.238942601E-3
1.332696119E2	-9.414859116E-3	-3.129005432E-3	-7.517814636E-3	1.244780238E-2
1.332746356E2	1.040594652E-4	1.617819071E-3	1.630020142E-2	1.638062066E-2
1.332796594E2	9.426008910E-5	-7.928013802E-3	1.912117004E-3	8.155886171E-3
1.332846831E2	-9.470194578E-3	6.360828876E-3	1.896858215E-3	1.156472224E-2
1.332897069E2	9.603921324E-3	1.579165459E-3	-1.237297058E-2	1.574228285E-2
1.332947306E2	6.556231529E-5	1.535713673E-3	6.735801697E-3	6.908960805E-3
1.332997544E2	4.754444584E-3	-3.258407116E-3	6.680488586E-3	8.823315023E-3
1.333047781E2	-1.429823693E-2	-3.208875656E-3	1.872062683E-3	1.477298484E-2
1.333098019E2	4.816113040E-3	6.236970425E-3	1.136112213E-2	1.382641823E-2
1.333148256E2	4.819719121E-3	-3.294706345E-3	1.126575470E-2	1.268865679E-2
1.333198494E2	1.817382872E-5	-3.297507763E-3	-1.258277893E-2	1.300769823E-2
1.333248731E2	4.758706316E-3	-3.247618675E-3	1.127719879E-2	1.266363003E-2
1.333298969E2	4.762791097E-3	-8.001863956E-3	2.068614960E-2	2.268547533E-2
1.333349206E2	9.465200827E-3	-3.214478493E-3	1.510620117E-3	1.010964252E-2
1.333399444E2	-1.246733591E-4	1.585721970E-3	1.497268677E-3	2.184461284E-3
1.333449681E2	4.618464969E-3	6.398618221E-3	1.573562622E-2	1.760347881E-2
1.333499919E2	-1.785717905E-4	1.616567373E-3	6.101608276E-3	6.314649754E-3
1.333550156E2	-4.937049001E-3	-1.743131876E-2	-3.450393677E-3	1.844262842E-2
1.333600394E2	-1.011313871E-4	1.740425825E-3	6.078720093E-3	6.323776370E-3
1.333650631E2	4.693071358E-3	6.499350071E-3	6.027221680E-3	1.002964961E-2
1.333700869E2	-4.805774428E-3	-3.034472466E-3	-8.276939392E-3	1.004047891E-2
1.333751106E2	-4.776072688E-3	1.764267683E-3	-8.209228516E-3	9.659966025E-3
1.333801344E2	-4.641269334E-3	1.771956682E-3	2.036476135E-2	2.096198265E-2
1.333851581E2	-4.664201289E-3	1.832246780E-3	1.069164276E-2	1.180775706E-2
1.333901819E2	1.167664304E-4	1.892060041E-3	-1.315498352E-2	1.329086592E-2
1.333952056E2	-4.591496661E-3	-2.905040979E-3	-3.541946411E-3	6.485868412E-3
1.334002294E2	4.941311665E-3	1.839846373E-3	1.238822937E-3	5.416297436E-3
1.334052531E2	-4.558187909E-3	-1.235350966E-2	-3.523826599E-3	1.363098059E-2
1.334102769E2	9.671286680E-3	2.024888992E-3	1.550769806E-2	1.838811194E-2
1.334153006E2	9.580346756E-3	6.834149361E-3	1.062583923E-2	1.585550696E-2
1.334203244E2	-4.762932658E-3	2.048581839E-3	-1.321983337E-2	1.420021864E-2
1.334253481E2	2.027116716E-5	6.752192974E-3	-1.310825348E-2	1.474512903E-2
1.334303719E2	1.116935164E-5	-7.534772158E-3	1.075553894E-2	1.313219457E-2
1.334353956E2	3.556720912E-6	-2.698630095E-3	-3.587722778E-3	4.489362067E-3
1.334404194E2	-4.809114151E-3	6.795644760E-3	-8.308410645E-3	1.176171986E-2
1.334454431E2	-4.830646329E-3	1.145976782E-2	1.263618469E-3	1.250032616E-2
1.334504669E2	4.383735359E-6	6.635606289E-3	-8.249282837E-3	1.058687666E-2
1.334554906E2	-4.701528698E-3	-2.952128649E-3	-3.428459167E-3	6.524857694E-3
1.334605144E2	2.707634121E-5	-7.708817720E-3	-3.398895264E-3	8.424909067E-3
1.334655381E2	4.820210859E-3	-2.923846245E-3	1.563358307E-2	1.661903214E-2
1.334705619E2	-9.429312311E-3	1.873940229E-3	6.000518799E-3	1.133268761E-2
1.334755856E2	-1.411070023E-2	-7.621318102E-3	-1.305484772E-2	2.067910538E-2
1.334806094E2	1.983782277E-4	1.146867871E-2	1.305580139E-3	1.154445689E-2
1.334856331E2	1.863781363E-4	6.644457579E-3	1.294136047E-3	6.771878723E-3
1.334906569E2	2.271533012E-4	-7.641583681E-3	-8.219718933E-3	1.122538102E-2
1.334956806E2	-9.233062156E-3	1.841187477E-3	1.352310181E-3	9.511474697E-3
1.335007044E2	3.911014646E-4	1.848161221E-3	-8.161544800E-3	8.377319009E-3
1.335057281E2	3.789095208E-4	1.855134964E-3	-3.343582153E-3	3.842478338E-3
1.335107519E2	3.654053435E-4	1.862078905E-3	-3.316879272E-3	3.821327913E-3
1.335157756E2	5.157134496E-3	1.868933439E-3	1.571369171E-2	1.664358902E-2
1.335207994E2	2.488438040E-4	1.875728369E-3	1.328468323E-3	2.311949013E-3
1.335258231E2	4.988869652E-3	6.580829620E-3	-1.768493652E-2	1.951802036E-2
1.335308469E2	4.938363098E-3	1.744657755E-3	1.466751099E-3	5.438990674E-3
1.335358706E2	4.888277501E-3	-1.250058413E-2	1.095581055E-2	1.732598179E-2
1.335408944E2	8.757691830E-5	-2.924650908E-3	-3.387451172E-3	4.476167791E-3
1.335459181E2	1.305891201E-4	1.820474863E-3	-3.357887268E-3	3.821856767E-3
1.335509419E2	4.924274981E-3	1.775026321E-3	1.567459106E-2	1.652549568E-2
1.335559656E2	4.874306731E-3	-3.021091223E-3	-3.458976746E-3	6.697042512E-3
1.335609894E2	-4.677309655E-3	1.777499914E-3	-8.182525635E-3	9.591165587E-3
1.335660131E2	-4.647265188E-3	-2.913296223E-3	6.136894226E-3	8.230786071E-3
1.335710369E2	4.937269725E-3	-7.617652416E-3	6.084442139E-3	1.092820648E-2
1.335760606E2	8.348561823E-5	1.147231460E-2	-3.468513489E-3	1.198547278E-2
1.335810844E2	9.628597647E-3	1.949697733E-3	-8.193016052E-3	1.279205714E-2
1.335861081E2	-4.660996608E-3	1.903146505E-3	-8.123397827E-3	9.557010425E-3
1.335911319E2	6.585661322E-5	-7.645010948E-3	-8.054733276E-3	1.110537067E-2
1.335961556E2	5.637481809E-5	-2.807915211E-3	1.101589203E-2	1.136826474E-2
1.336011794E2	4.697218537E-5	-2.867460251E-3	6.175041199E-3	6.808499723E-3
1.336062031E2	-4.766059108E-3	1.877188683E-3	-3.376960754E-3	6.135390836E-3
1.336112269E2	-9.487721138E-3	-2.919763327E-3	-1.285076141E-2	1.623834780E-2
1.336162506E2	8.306186646E-5	6.629049778E-3	6.259918213E-3	9.117991899E-3
1.336212744E2	9.575502016E-3	-2.853184938E-3	1.095676422E-2	1.482840468E-2
1.336262981E2	4.735740833E-3	6.695032120E-3	-3.388404846E-3	8.873104514E-3
1.336313219E2	4.687343724E-3	-2.840459347E-3	6.140708923E-3	8.230899499E-3
1.336363456E2	4.692025483E-3	1.956611872E-3	-3.413200378E-3	6.123182993E-3
1.336413694E2	4.642579705E-3	-1.229035854E-2	-8.136749268E-3	1.545358043E-2
1.336463931E2	-1.560738310E-4	2.034842968E-3	-3.316879272E-3	3.894436166E-3
1.336514169E2	-9.665770456E-3	2.040266991E-3	1.096248627E-2	1.475689375E-2
1.336564406E2	-4.897209816E-3	1.149508357E-2	-3.380775452E-3	1.294408177E-2
1.336614644E2	-9.617778473E-3	-2.884089947E-3	-1.285457611E-2	1.631133853E-2
1.336664881E2	-4.795530811E-3	1.860678196E-3	-7.995605469E-3	9.507310131E-3
1.336715119E2	-4.711827263E-3	1.867532730E-3	-1.268100739E-2	1.365638836E-2
1.336765356E2	6.953813136E-5	-2.824008465E-3	-7.825851440E-3	8.320084743E-3
1.336815594E2	4.758385941E-3	-2.830773592E-3	-7.760047913E-3	9.532778163E-3
1.336865831E2	-9.541884065E-3	-2.784878016E-3	-2.944946289E-3	1.036705386E-2
1.336916069E2	-9.472712874E-3	2.011775970E-3	-1.717472076E-2	1.971675848E-2
1.336966306E2	9.601424448E-3	6.768435240E-3	-2.779960632E-3	1.207175415E-2
1.337016544E2	6.308685988E-5	6.734400988E-3	6.744384766E-3	9.531152212E-3
1.337066781E2	5.362927914E-5	-2.854079008E-3	-7.563591003E-3	8.084339921E-3
1.337117019E2	-4.759453237E-3	1.943111420E-3	-7.501602173E-3	9.094070170E-3
1.337167256E2	4.773342051E-3	1.949280500E-3	-7.439613342E-3	9.051648219E-3
1.337217494E2	-4.724761471E-3	-2.795636654E-3	2.122879028E-3	5.886048813E-3
1.337267731E2	5.671195686E-5	-2.697259188E-3	-7.398605347E-3	7.875137107E-3
1.337317969E2	4.730746150E-5	-2.705067396E-3	-7.335662842E-3	7.818668489E-3
1.337368206E2	-9.411413223E-3	2.038210630E-3	-2.522468567E-3	9.954488891E-3
1.337418444E2	-4.589471035E-3	2.043545246E-3	2.247810364E-3	5.503814403E-3
1.337468681E2	1.908754930E-4	1.996219158E-3	-1.677322388E-2	1.689267189E-2
1.337518919E2	1.789396629E-4	6.700366735E-3	-2.379417419E-3	7.112563606E-3
1.337569156E2	9.670581669E-3	-2.835184336E-3	7.141113281E-3	1.235127196E-2
1.337619394E2	-4.619365558E-3	6.660223007E-3	7.082939148E-3	1.076406687E-2
1.337669631E2	1.085596159E-4	1.823395491E-3	2.273559570E-3	2.916441226E-3
1.337719869E2	9.872298688E-5	-2.920478582E-3	-2.496719360E-3	3.843507375E-3
1.337770106E2	-4.662063904E-3	-2.926439047E-3	-7.225990295E-3	9.083711856E-3
1.337820344E2	1.701433212E-4	-2.932310104E-3	2.336502075E-3	3.753216387E-3
1.337870581E2	9.607775137E-3	1.865565777E-3	7.067680359E-3	1.207235621E-2
1.337920819E2	9.518778883E-3	-2.931296825E-3	-2.491950989E-3	1.026691152E-2
1.337971056E2	-9.627689607E-3	1.866579056E-3	-2.622795105E-2	2.800146319E-2
1.338021294E2	-1.656822860E-6	1.820743084E-3	7.248878479E-3	7.474044911E-3
1.338071531E2	-1.057516783E-5	6.578981876E-3	2.436637878E-3	7.015719387E-3
1.338121769E2	-4.770451225E-3	-2.955555916E-3	2.415657043E-3	6.109657488E-3
1.338172006E2	1.140311360E-5	1.842468977E-3	-2.355575562E-3	2.990578236E-3
1.338222244E2	5.504488945E-5	6.547868252E-3	7.166862488E-3	9.707807502E-3
1.338272481E2	4.565436393E-5	-7.790058851E-3	-7.144927979E-3	1.057057695E-2
1.338322719E2	3.634206951E-5	1.746624708E-3	7.168769836E-3	7.378568939E-3
1.338372956E2	4.832224920E-3	6.452769041E-3	2.358436584E-3	8.399455286E-3
1.338423194E2	-4.719040357E-3	-3.080695868E-3	-2.412796021E-3	6.130384454E-3
1.338473431E2	4.760748707E-3	1.665711403E-3	-1.664447784E-2	1.739189367E-2
1.338523669E2	-3.888830543E-5	1.621544361E-3	2.498626709E-3	2.978935019E-3
1.338573906E2	6.589107215E-6	6.328701973E-3	-2.271652222E-3	6.724055019E-3
1.338624144E2	-4.804682918E-3	-8.007466793E-3	-7.002830505E-3	1.167236640E-2
1.338674381E2	4.675821401E-3	-7.918357849E-3	-2.194404602E-3	9.454052483E-3
1.338724619E2	-7.043872029E-5	1.672059298E-3	7.324218750E-3	7.512983709E-3
1.338774856E2	9.421866387E-3	-3.070503473E-3	1.201343536E-2	1.557312387E-2
1.338825094E2	-1.676455140E-4	1.728504896E-3	-2.340316772E-3	2.914260934E-3
1.338875331E2	-1.737652346E-4	-3.067284822E-3	2.430915833E-3	3.917624577E-3
1.338925569E2	-1.812493429E-4	1.731693745E-3	7.161140442E-3	7.369772519E-3
1.338975806E2	-1.900857314E-4	-3.064006567E-3	-7.150650024E-3	7.781777727E-3
1.339026044E2	-1.447647810E-4	1.682281494E-3	-7.090568542E-3	7.288840108E-3
1.339076281E2	-1.539047807E-4	6.441712379E-3	1.197242737E-2	1.359626280E-2
1.339126519E2	4.536808468E-3	-7.789969444E-3	2.367973328E-3	9.320598302E-3
1.339176756E2	-5.011995323E-3	-3.004342318E-3	-1.190376282E-2	1.326068396E-2
1.339226994E2	4.522904754E-3	-7.760614157E-3	1.195240021E-2	1.495137687E-2
1.339277231E2	-9.776814841E-3	6.526857615E-3	-7.150650024E-3	1.375927958E-2
1.339327469E2	-4.953240976E-3	1.743793488E-3	-2.340316772E-3	5.749129890E-3
1.339377706E2	4.581169225E-3	1.698970795E-3	-7.071495056E-3	8.595327542E-3
1.339427944E2	-4.916749895E-3	6.510972977E-3	1.198959351E-2	1.450232916E-2
1.339478181E2	-1.336764544E-4	1.117745042E-2	-1.186466217E-2	1.630102683E-2
1.339528419E2	-4.892527126E-3	-7.950097322E-3	7.239341736E-3	1.181308334E-2
1.339578656E2	-1.096557826E-4	1.640558243E-3	2.143096924E-2	2.149395027E-2
1.339628894E2	-4.870121367E-3	-3.101736307E-3	-7.254600525E-3	9.271897272E-3
1.339679131E2	-4.838468507E-3	1.697510481E-3	-1.669692993E-2	1.746653338E-2
1.339729369E2	-4.808494821E-3	-3.045260906E-3	7.196426392E-3	9.175172437E-3
1.339779606E2	2.493243665E-5	1.753568649E-3	1.188659668E-2	1.201527383E-2
1.339829844E2	6.846245378E-5	1.814037561E-3	-2.467155457E-3	3.063050021E-3
1.339880081E2	4.755908623E-3	-2.982378006E-3	-2.445220947E-3	6.123099777E-3
1.339930319E2	4.707343876E-3	-3.040492535E-3	7.079124451E-3	9.028714427E-3
1.339980556E2	-3.917794675E-5	-3.045439720E-3	2.269744873E-3	3.798418064E-3
1.340030794E2	-4.852899350E-3	-3.050327301E-3	-2.498626709E-3	6.252860480E-3
1.340081031E2	-1.910328865E-5	1.695871353E-3	7.024765015E-3	7.226594502E-3
1.340131268E2	-4.778908566E-3	-7.797926664E-3	6.965637207E-3	1.149633546E-2
1.340181505E2	1.602806151E-6	1.791507006E-3	-2.594947815E-3	3.153292578E-3
1.340231742E2	-5.927868187E-6	1.798897982E-3	1.642894745E-2	1.652714081E-2
1.340281979E2	4.790307023E-3	-2.997487783E-3	1.154232025E-2	1.285134745E-2
1.340332216E2	-9.513054974E-3	-3.002762794E-3	-1.705932617E-2	1.976196875E-2
1.340382453E2	-4.639009014E-3	1.795679331E-3	6.836891174E-3	8.455054690E-3
1.340432690E2	4.840111360E-3	6.501466036E-3	-7.472038269E-3	1.102393280E-2
1.340482927E2	4.843515344E-3	-3.085076809E-3	-2.657890320E-3	6.327852776E-3
1.340533164E2	-4.655173980E-3	1.661390066E-3	-2.635002136E-3	5.601258608E-3
1.340583401E2	4.876752384E-3	6.420940161E-3	1.163864136E-2	1.415871318E-2
1.340633638E2	4.827180877E-3	-3.112256527E-3	6.789207458E-3	8.892758505E-3
1.340683875E2	2.698972821E-5	1.687079668E-3	-1.227283478E-2	1.238827832E-2
1.340734112E2	-4.734613933E-3	1.695424318E-3	-7.420539856E-3	8.964119838E-3
1.340784349E2	4.796558991E-3	1.703709364E-3	2.114677429E-2	2.175076244E-2
1.340834586E2	4.787929356E-5	1.121398807E-2	-7.536888123E-3	1.351149523E-2
1.340884823E2	-4.765154794E-3	1.640826464E-3	1.152896881E-2	1.258237392E-2
1.340935060E2	1.524016261E-5	1.649558544E-3	1.143169403E-2	1.155010407E-2
1.340985297E2	-9.443212301E-3	1.658171415E-3	1.832962036E-3	9.761328845E-3
1.341035534E2	-4.623833112E-3	1.614093781E-3	-2.931594849E-3	5.707834943E-3
1.341085771E2	4.907831550E-3	-3.128021955E-3	3.034877777E-2	3.090177412E-2
1.341136008E2	4.858000204E-3	-1.263430715E-2	1.584339142E-2	2.083840048E-2
1.341186245E2	-9.497186169E-3	6.497472525E-3	-3.293037415E-3	1.196903462E-2
1.341236482E2	7.367413491E-5	1.121675968E-2	-3.266334534E-3	1.168289634E-2
1.341286719E2	1.153862104E-4	1.590937376E-3	1.512527466E-3	2.198211784E-3
1.341336956E2	-9.396572597E-3	-3.150999546E-3	-1.275444031E-2	1.615240299E-2
1.341387193E2	1.748641953E-4	1.648664474E-3	6.355285645E-3	6.567977441E-3
1.341437431E2	-4.586557858E-3	6.355673075E-3	1.551628113E-3	7.989908824E-3
1.341487668E2	-4.504594952E-3	1.521378756E-3	-3.211021423E-3	5.737301420E-3
1.341537906E2	-4.528663121E-3	1.531064510E-3	-3.185272217E-3	5.744467538E-3
1.341588143E2	1.450427342E-2	1.488000154E-3	2.059745789E-2	2.523575565E-2
1.341638381E2	9.623438120E-3	-8.004069328E-3	1.567363739E-2	2.005837970E-2
1.341688618E2	8.350610733E-5	-3.216624260E-3	-1.296234131E-2	1.335574547E-2
1.341738856E2	-4.728413187E-3	-3.220170736E-3	-3.350257874E-3	6.629601697E-3
1.341789093E2	5.309004337E-5	-7.974624634E-3	1.568222046E-2	1.759345035E-2
1.341839331E2	-4.656056874E-3	6.367325783E-3	1.297950745E-3	7.994146569E-3
1.341889568E2	4.875876009E-3	6.283968687E-3	6.039619446E-3	9.986963120E-3
1.341939806E2	1.279534772E-4	1.502931118E-3	1.549053192E-2	1.556379624E-2
1.341990043E2	1.179547980E-4	-3.185570240E-3	-3.643989563E-3	4.841531888E-3
1.342040281E2	-9.394025430E-3	-7.940322161E-3	-8.363723755E-3	1.487441780E-2
1.342090518E2	4.982514307E-3	-7.851809263E-3	5.957603455E-3	1.104397557E-2
1.342140756E2	4.983321764E-3	1.738071442E-3	1.540851593E-2	1.628731873E-2
1.342190993E2	-4.516527057E-3	-7.808744907E-3	1.028060913E-3	9.079230305E-3
1.342241231E2	5.065505393E-3	-3.022938967E-3	-8.481025696E-3	1.033079386E-2
1.342291468E2	5.014359951E-3	1.722991467E-3	-3.658294678E-3	6.441709809E-3
1.342341706E2	-4.485747777E-3	-3.019988537E-3	1.121520996E-3	5.522687138E-3
1.342391943E2	2.937335521E-4	1.725912094E-3	-8.388519287E-3	8.569265300E-3
1.342442181E2	5.086060613E-3	-3.017097712E-3	5.933761597E-3	8.377375356E-3
1.342492418E2	-4.413229413E-3	-7.825970650E-3	1.134872437E-3	9.055956378E-3
1.342542656E2	-4.386799410E-3	-2.987325191E-3	-8.377075195E-3	9.916829619E-3
1.342592893E2	5.090213381E-3	1.131305099E-2	-8.308410645E-3	1.493067588E-2
1.342643131E2	2.878298983E-4	6.490111351E-3	1.261711121E-3	6.617877783E-3
1.342693368E2	5.080206320E-3	-7.847338915E-3	-3.498077393E-3	9.981270948E-3
1.342743606E2	2.779057249E-4	-2.955883741E-3	-8.222579956E-3	8.742156566E-3
1.342793843E2	2.652434632E-4	1.789510250E-3	6.099700928E-3	6.362315022E-3
1.342844081E2	2.541001886E-4	1.744300127E-3	-8.203506470E-3	8.390748968E-3
1.342894318E2	1.903753728E-4	6.503164768E-3	-8.135795593E-3	1.041722442E-2
1.342944556E2	1.798560843E-4	1.720309258E-3	6.184577942E-3	6.421901313E-3
1.342994793E2	-9.228705429E-3	6.426751614E-3	1.382827759E-3	1.133068192E-2
1.343045031E2	-4.409699701E-3	1.591861248E-3	1.372337341E-3	4.884954807E-3
1.343095268E2	3.705630079E-4	-3.150135279E-3	-8.141517639E-3	8.737561369E-3
1.343145506E2	-4.339816049E-3	1.649528742E-3	1.568031311E-2	1.635320053E-2
