"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
2.167768201E1	-1.027878374E-3	2.289056778E-3	-1.212120056E-3	2.786673629E-3
2.168270566E1	3.702542745E-3	2.205163240E-3	-5.951881409E-3	7.348228358E-3
2.168772930E1	-5.752792582E-3	-1.202583313E-2	-1.152038574E-3	1.338067554E-2
2.169275295E1	3.874796443E-3	-2.435773611E-3	-1.142501831E-3	4.717239764E-3
2.169777660E1	3.814767115E-3	-7.231384516E-3	-1.063346863E-2	1.341327794E-2
2.170280024E1	-9.957943112E-4	-1.193434000E-2	3.707885742E-3	1.253668593E-2
2.170782389E1	-5.767704919E-3	-2.344995737E-3	-1.073837280E-3	6.318112973E-3
2.171284753E1	3.754683770E-3	-2.390325069E-3	-1.531600952E-2	1.594965366E-2
2.171787118E1	-1.002716832E-3	-7.186323404E-3	-9.336471558E-4	7.315762580E-3
2.172289482E1	-5.720472895E-3	-2.387613058E-3	1.332759857E-2	1.469861864E-2
2.172791847E1	-9.495103732E-4	-2.379924059E-3	3.713607788E-3	4.511816849E-3
2.173294212E1	-5.667708814E-3	-7.123321295E-3	-1.532077789E-2	1.782107922E-2
2.173796576E1	3.853847273E-3	-2.377808094E-3	3.811836243E-3	5.919138930E-3
2.174298941E1	3.793992102E-3	-1.187223196E-2	-9.698867798E-4	1.250139785E-2
2.174801305E1	-9.623002261E-4	-7.034540176E-3	-5.713462830E-3	9.113420583E-3
2.175303670E1	-1.036116853E-3	2.461344004E-3	-5.663871765E-3	6.261884366E-3
2.175806035E1	1.319787651E-2	-7.126122713E-3	3.887176514E-3	1.549437674E-2
2.176308399E1	8.360344917E-3	2.423197031E-3	-2.465152740E-2	2.614316458E-2
2.176810764E1	-1.239128411E-3	-7.163941860E-3	-1.019096375E-2	1.251851606E-2
2.177313128E1	3.494490869E-3	2.385616302E-3	4.146575928E-3	5.924248771E-3
2.177815493E1	-1.314837486E-3	-2.397447824E-3	-6.380081177E-4	2.807776352E-3
2.178317858E1	-1.331619918E-3	-7.246047258E-3	-6.294250488E-4	7.394226692E-3
2.178820222E1	3.455430269E-3	2.304196358E-3	8.877754211E-3	9.801216202E-3
2.179322587E1	8.202589117E-3	-2.478241920E-3	4.052162170E-3	9.478616434E-3
2.179824951E1	-6.146601401E-3	2.281248569E-3	-1.023483276E-2	1.215469479E-2
2.180327316E1	-6.124555133E-3	-2.606272697E-3	8.857727051E-3	1.107980873E-2
2.180829680E1	-1.299002208E-3	2.101659775E-3	1.353740692E-2	1.376102346E-2
2.181332045E1	-1.263256185E-3	2.019286156E-3	3.923416138E-3	4.589828641E-3
2.181834410E1	-1.083519310E-2	1.937597990E-3	-8.573532104E-4	1.104041439E-2
2.182336774E1	-1.217913814E-3	6.607621908E-3	1.340484619E-2	1.499446174E-2
2.182839139E1	3.462868743E-3	1.789301634E-3	-9.603500366E-4	4.014390671E-3
2.183341509E1	-1.344759017E-3	-2.988845110E-3	-5.703926086E-3	6.578475865E-3
2.183843878E1	-1.308630221E-3	-2.976149321E-3	8.596420288E-3	9.190670248E-3
2.184346248E1	-1.324023120E-3	-3.016263247E-3	2.277946472E-2	2.301640489E-2
2.184848618E1	3.411743790E-3	-7.807105780E-3	3.586769104E-3	9.244231117E-3
2.185350988E1	-1.342796721E-3	1.695156097E-3	-5.943298340E-3	6.324512027E-3
2.185853358E1	-1.412007958E-3	-3.029555082E-3	-1.143455505E-3	3.532628053E-3
2.186355727E1	-1.375317574E-3	-7.714897394E-3	3.615379333E-3	8.630301730E-3
2.186858097E1	-1.337494701E-3	-2.964496613E-3	-5.914688110E-3	6.749864272E-3
2.187360467E1	-6.053897552E-3	-7.702976465E-3	1.313877106E-2	1.638941204E-2
2.187862837E1	-1.174828969E-3	-2.899944782E-3	8.277893066E-3	8.849486791E-3
2.188365206E1	-1.064218022E-2	-1.239001751E-2	-1.079559326E-2	1.957839032E-2
2.188867576E1	-5.777540617E-3	-2.849578857E-3	3.549575806E-3	7.355240556E-3
2.189369946E1	3.743491136E-3	-7.536351681E-3	1.302146912E-2	1.550383761E-2
2.189872316E1	8.540914394E-3	-2.787381411E-3	3.412246704E-3	9.610418377E-3
2.190374686E1	-5.811097100E-3	-1.227840781E-2	-1.561927795E-2	2.069999980E-2
2.190877055E1	3.711653873E-3	-1.218828559E-2	1.301670074E-2	1.821442226E-2
2.191379425E1	-5.796418525E-3	-1.684996486E-2	3.405570984E-3	1.814160128E-2
2.191881795E1	-1.026260667E-3	-2.468615770E-3	3.376960754E-3	4.307103286E-3
2.192384165E1	-1.045449637E-3	-7.211297750E-3	-6.153106689E-3	9.537111833E-3
2.192886535E1	-5.764284171E-3	-1.191437244E-2	1.290225983E-2	1.848371043E-2
2.193388904E1	-5.743990652E-3	-2.272576094E-3	-1.096153259E-2	1.258225844E-2
2.193891274E1	3.778199665E-3	-2.318501472E-3	-1.365661621E-3	4.638455934E-3
2.194393644E1	-9.793955833E-4	2.386987209E-3	3.397941589E-3	4.266489270E-3
2.194896014E1	-1.044837665E-2	-2.396136522E-3	8.120536804E-3	1.344816578E-2
2.195398384E1	3.864048980E-3	2.310007811E-3	-1.095008850E-2	1.183940238E-2
2.195900753E1	-5.697956309E-3	2.225875854E-3	3.396034241E-3	6.996733379E-3
2.196403123E1	-5.574325100E-3	-1.211056113E-2	3.369331360E-3	1.375104305E-2
2.196905493E1	-5.555612966E-3	-2.519786358E-3	-6.160736084E-3	8.669995837E-3
2.197407863E1	8.768704720E-3	2.240031958E-3	8.143424988E-3	1.217469902E-2
2.197910233E1	-5.586643703E-3	-2.594470978E-3	8.077621460E-3	1.015823981E-2
2.198412602E1	-5.620493554E-3	-7.336080074E-3	-1.491546631E-3	9.361235495E-3
2.198914972E1	-5.601396784E-3	-7.339805365E-3	-1.572990417E-2	1.823947022E-2
2.199417342E1	-8.314261213E-4	-7.290840149E-3	1.290702820E-2	1.484718816E-2
2.199919712E1	-8.522383869E-4	-7.242292166E-3	-1.453399658E-3	7.435689386E-3
2.200422081E1	-8.202129975E-4	-7.194131613E-3	-1.094436646E-2	1.312278309E-2
2.200924451E1	-1.034174673E-2	-7.199108601E-3	3.401756287E-3	1.305185182E-2
2.201426821E1	-7.271412760E-4	-7.151395082E-3	3.373146057E-3	7.940358958E-3
2.201929191E1	-5.499856547E-3	2.450734377E-3	-6.157875061E-3	8.612429755E-3
2.202431561E1	-7.307333872E-4	-2.332925797E-3	-1.355171204E-3	2.795174958E-3
2.202933930E1	-5.501980893E-3	-2.378404140E-3	8.159637451E-3	1.012463744E-2
2.203436300E1	-5.483873188E-3	-1.192548871E-2	-1.091098785E-2	1.706867898E-2
2.203938670E1	-5.465915427E-3	-7.087320089E-3	-1.557064056E-2	1.795971005E-2
2.204441040E1	-6.444118917E-4	2.408951521E-3	3.564834595E-3	4.350443633E-3
2.204943410E1	-7.194448262E-4	-7.178068161E-3	3.537178040E-3	8.034543663E-3
2.205445779E1	-5.490785465E-3	2.318888903E-3	-1.074314117E-2	1.228580698E-2
2.205948149E1	-7.217368111E-4	-7.214725018E-3	3.599166870E-3	8.094885006E-3
2.206450519E1	8.811265230E-3	-2.468436956E-3	8.322715759E-3	1.236928347E-2
2.206952889E1	-5.490336567E-3	-2.512723207E-3	-5.997657776E-3	8.510550648E-3
2.207455259E1	-6.159665063E-4	2.247035503E-3	-5.948066711E-3	6.388120294E-3
2.207957628E1	4.112458788E-3	-2.159172297E-2	2.260971069E-2	3.153274228E-2
2.208459998E1	-5.398953333E-3	-7.170915604E-3	3.417015076E-3	9.604515590E-3
2.208962368E1	-5.329039879E-3	-2.424985170E-3	-6.111145020E-3	8.463173906E-3
2.209464738E1	4.189693369E-3	-2.416968346E-3	8.193016052E-3	9.514240828E-3
2.209967108E1	-6.239935756E-4	-2.409040928E-3	8.124351501E-3	8.496936712E-3
2.210469477E1	-5.938708782E-4	2.244532108E-3	-1.094532013E-2	1.118886231E-2
2.210971847E1	4.132931121E-3	-7.341057062E-3	8.152008057E-3	1.172294646E-2
2.211474217E1	4.070748575E-3	-7.292091846E-3	3.333091736E-3	8.991946284E-3
2.211976587E1	8.760116994E-3	-7.243543863E-3	-1.094818115E-2	1.578199126E-2
2.212478956E1	8.659375831E-3	-2.497017384E-3	-1.352310181E-3	9.113102020E-3
2.212981326E1	-9.425906464E-4	-1.674148440E-2	-1.340866089E-3	1.682152487E-2
2.213483696E1	-5.662281998E-3	-1.186308265E-2	-6.080627441E-3	1.448337659E-2
2.213986066E1	3.860663623E-3	2.476602793E-3	-6.030082703E-3	7.576290808E-3
2.214488436E1	3.746652044E-3	-7.110923529E-3	-1.226425171E-3	8.130605984E-3
2.214990805E1	-1.010681503E-3	-7.116526365E-3	1.778888702E-2	1.918621709E-2
2.215493175E1	-9.773364291E-4	-2.318382263E-3	-6.114006042E-3	6.611441046E-3
2.215995545E1	-5.802065134E-3	-7.114917040E-3	-1.309394836E-3	9.273646486E-3
2.216497915E1	-1.030422747E-3	-2.316802740E-3	1.770496368E-2	1.788561112E-2
2.217000285E1	-5.800610408E-3	-2.309709787E-3	-1.445770264E-3	6.408751209E-3
2.217502654E1	-5.728785880E-3	-7.106304169E-3	-1.093482971E-2	1.424391264E-2
2.218005024E1	-5.656124093E-3	2.390116453E-3	1.291370392E-2	1.429923583E-2
2.218507394E1	-5.585503764E-3	2.358049154E-3	-1.095008850E-2	1.251649657E-2
2.219009764E1	-5.566697568E-3	-1.192688942E-2	-1.085853577E-2	1.706301884E-2
2.219512134E1	-5.442723632E-3	-2.337664366E-3	-6.016731262E-3	8.443279594E-3
2.220014503E1	4.128182307E-3	-7.134020329E-3	1.778984070E-2	1.960649299E-2
2.220516873E1	4.066039808E-3	-1.183778048E-2	-1.086425781E-2	1.657401050E-2
2.221019243E1	-6.939545274E-4	-7.105648518E-3	-1.268386841E-3	7.251249473E-3
2.221521613E1	4.087782465E-3	2.390772104E-3	-1.255989075E-3	4.899312737E-3
2.222023982E1	4.132739268E-3	-7.143497467E-3	-1.074790955E-2	1.355089110E-2
2.222526352E1	4.069122486E-3	-1.184710860E-2	-1.065826416E-2	1.644719839E-2
2.223028722E1	-7.435595617E-4	-2.311199903E-3	-1.065254211E-3	2.651281266E-3
2.223531092E1	-8.177654818E-4	-2.304136753E-3	3.693580627E-3	4.429483538E-3
2.224033462E1	8.661936969E-3	-7.048130035E-3	-1.087188721E-3	1.121994957E-2
2.224535831E1	3.863642924E-3	-2.250552177E-3	3.672599792E-3	5.786251894E-3
2.225038201E1	3.856367432E-3	2.507030964E-3	1.314449310E-2	1.392603579E-2
2.225540571E1	-9.559784085E-4	-1.172643900E-2	-5.970001221E-3	1.319333850E-2
2.226042941E1	-9.245257825E-4	-2.138823271E-3	-1.067161560E-2	1.092303495E-2
2.226545311E1	-8.933348581E-4	-2.185821533E-3	8.423805237E-3	8.748506022E-3
2.227047680E1	-9.121960029E-4	2.623826265E-3	-5.900382996E-3	6.521586104E-3
2.227550050E1	3.818697296E-3	-6.912320852E-3	-5.850791931E-3	9.828244748E-3
2.228052420E1	-9.392360225E-4	-2.115875483E-3	-1.055335999E-2	1.080428157E-2
2.228554790E1	3.844545223E-3	2.587914467E-3	3.789901733E-3	5.986750739E-3
2.229057160E1	-9.677000344E-4	-1.650258899E-2	-1.049327850E-2	1.958011186E-2
2.229559529E1	-1.040036790E-3	-2.124190331E-3	-5.654335022E-3	6.129059114E-3
2.230061899E1	3.691922873E-3	-2.171367407E-3	1.339912415E-2	1.406704158E-2
2.230564269E1	-1.117615961E-3	-2.218157053E-3	-5.715370178E-3	6.231752757E-3
2.231066639E1	3.614990041E-3	-2.211868763E-3	-5.667686462E-3	7.076947524E-3
2.231569008E1	3.609785810E-3	-2.258300781E-3	-8.668899536E-4	4.345339366E-3
2.232071378E1	3.604624420E-3	-7.055401802E-3	-8.573532104E-4	7.969132094E-3
2.232573748E1	-6.007879972E-3	-2.310454845E-3	-5.599975586E-3	8.531855010E-3
2.233076118E1	8.320203051E-3	2.447634935E-3	-8.020401001E-4	8.709762563E-3
2.233578488E1	1.772519201E-2	-7.139712572E-3	8.708000183E-3	2.099969511E-2
2.234080858E1	-1.403162256E-3	-1.184338331E-2	-8.659362793E-4	1.195761006E-2
2.234583227E1	3.384483978E-3	-7.058560848E-3	-5.608558655E-3	9.629846480E-3
2.235085597E1	3.275879659E-3	-2.260893583E-3	-5.561828613E-3	6.839368747E-3
2.235587967E1	3.324725665E-3	2.496838570E-3	-7.638931274E-4	4.227473986E-3
2.236090337E1	-6.232784130E-3	2.411156893E-3	-5.506515503E-3	8.659271826E-3
2.236592706E1	3.293481655E-3	-2.424836159E-3	4.042625427E-3	5.750623632E-3
2.237095076E1	3.289520741E-3	-2.416789532E-3	-7.410049438E-4	4.148602978E-3
2.237597446E1	-1.464003697E-3	-7.212549448E-3	-1.023578644E-2	1.260696238E-2
2.238099816E1	-6.230574101E-3	7.035791874E-3	-5.396842957E-3	1.083735830E-2
2.238602186E1	-1.095886156E-2	2.161324024E-3	-5.989074707E-4	1.118600279E-2
2.239104555E1	-1.393211074E-3	-7.318288088E-3	-5.346298218E-3	9.169584629E-3
2.239606925E1	-1.359555870E-3	-2.571016550E-3	-5.299568176E-3	6.045158486E-3
2.240109290E1	-1.324743964E-3	-7.418096066E-3	-5.016326904E-4	7.552134212E-3
2.240611654E1	8.211842738E-3	-7.368415594E-3	4.253387451E-3	1.182451751E-2
2.241114019E1	8.115672506E-3	-2.568185329E-3	-1.478576660E-2	1.706102606E-2
2.241616384E1	-1.429102384E-3	6.890416145E-3	-5.159378052E-3	8.725786507E-3
2.242118748E1	8.109792136E-3	-2.681285143E-3	1.388835907E-2	1.630473968E-2
2.242621113E1	3.316098824E-3	-7.474839687E-3	-1.948261261E-2	2.112917258E-2
2.243123477E1	-6.188679487E-3	2.024650574E-3	-1.456737518E-2	1.595642139E-2
2.243625842E1	-1.413810998E-3	1.942902803E-3	-1.907348633E-4	2.410417522E-3
2.244128206E1	-1.429765485E-3	6.665557623E-3	-4.940032959E-3	8.418896210E-3
2.244630571E1	-1.392930746E-3	1.741468906E-3	-9.647369385E-3	9.901752676E-3
2.245132936E1	-6.161530502E-3	-1.253828406E-2	4.686355591E-3	1.473549979E-2
2.245635300E1	-1.386887394E-3	-1.244601607E-2	4.647254944E-3	1.335753537E-2
2.246137665E1	-1.350409351E-3	-1.230183244E-2	-9.645462036E-3	1.569055845E-2
2.246640029E1	-6.116487086E-3	-7.513225079E-3	-1.431369781E-2	1.728415200E-2
2.247142394E1	8.212500252E-3	-1.226648688E-2	6.008148193E-5	1.476196026E-2
2.247644759E1	3.365294077E-3	-7.478117943E-3	6.103515625E-5	8.200681525E-3
2.248147123E1	8.059107699E-3	2.074122429E-3	6.008148193E-5	8.321947520E-3
2.248649488E1	-1.537852921E-3	1.991957426E-3	9.563446045E-3	9.889003299E-3
2.249151852E1	1.270032395E-2	1.963138580E-3	-1.811981201E-5	1.285116609E-2
2.249654217E1	-1.687784679E-3	-7.567435503E-3	-1.427078247E-2	1.624099534E-2
2.250156581E1	-1.648801379E-3	-7.516592741E-3	1.010894775E-4	7.695968523E-3
2.250658946E1	-6.361175328E-3	-2.715110779E-3	4.850387573E-3	8.447640955E-3
2.251161311E1	-1.584869809E-3	2.046346664E-3	-1.419353485E-2	1.442760474E-2
2.251663675E1	3.151634708E-3	1.964420080E-3	-1.407337189E-2	1.455512088E-2
2.252166040E1	-6.404429674E-3	1.935839653E-3	9.799003601E-3	1.186527143E-2
2.252668404E1	-1.575108618E-3	-2.843528986E-3	2.155303955E-4	3.257771877E-3
2.253170769E1	1.266194135E-2	-7.583022118E-3	-4.537582397E-3	1.544074600E-2
2.253673134E1	7.725002244E-3	6.668418646E-3	1.450634003E-2	1.773632904E-2
2.254175498E1	1.238392573E-2	-1.245614886E-2	1.344680786E-4	1.756517414E-2
2.254677863E1	-2.000106499E-3	-2.915173769E-3	-1.411819458E-2	1.455410878E-2
2.255180227E1	-1.146202441E-2	1.848012209E-3	-4.498481750E-3	1.245108392E-2
2.255682597E1	-6.590555422E-3	-2.930641174E-3	1.929378510E-2	2.059791790E-2
2.256184967E1	2.938695252E-3	6.530970335E-3	-4.619598389E-3	8.522334925E-3
2.256687337E1	7.637502626E-3	-3.037720919E-3	-1.408290863E-2	1.630605747E-2
2.257189706E1	-6.654321216E-3	-3.077268600E-3	-4.462242126E-3	8.582609025E-3
2.257692076E1	7.730362937E-3	-1.261848211E-2	9.829521179E-3	1.776524947E-2
2.258194446E1	-1.757107675E-3	-3.023535013E-3	-4.505157471E-3	5.703125038E-3
2.258696816E1	-1.770199277E-3	-3.063201904E-3	1.453876495E-2	1.496303772E-2
2.259199186E1	2.966409549E-3	-7.800847292E-3	4.915237427E-3	9.685678244E-3
2.259701555E1	-1.784422435E-3	1.701354980E-3	1.258850098E-4	2.468728262E-3
2.260203925E1	2.952304669E-3	-3.076016903E-3	-9.377479553E-3	1.030121865E-2
2.260706295E1	-1.798410900E-3	6.439477205E-3	9.704589844E-3	1.178474491E-2
2.261208665E1	7.742120884E-3	1.622617245E-3	1.220703125E-4	7.911271938E-3
2.261711035E1	2.897394821E-3	-3.259390593E-3	-1.412963867E-2	1.478733285E-2
2.262213404E1	-6.603895687E-3	-3.244429827E-3	9.742736816E-3	1.220895916E-2
2.262715774E1	2.978121862E-3	-1.278430223E-2	1.441478729E-2	1.949599154E-2
2.263218144E1	-1.772807911E-3	-7.991641760E-3	4.794120789E-3	9.486452448E-3
2.263720514E1	3.017918207E-3	-7.989913225E-3	5.722045898E-6	8.540876793E-3
2.264222884E1	7.768722251E-3	1.566529274E-3	9.507179260E-3	1.237713686E-2
2.264725253E1	-1.773161814E-3	-7.960796356E-3	-7.343292236E-5	8.156210752E-3
2.265227623E1	-1.786121167E-3	1.542747021E-3	-7.057189941E-5	2.361202572E-3
2.265729993E1	7.703092881E-3	-3.286004066E-3	1.418495178E-2	1.647265369E-2
2.266232363E1	-6.641933694E-3	-3.270834684E-3	-1.859664917E-4	7.405958835E-3
2.266734732E1	-1.136535313E-2	-8.006811142E-3	-1.918888092E-2	2.369585254E-2
2.267237102E1	-1.850410365E-3	6.300866604E-3	-2.479553223E-5	6.567004895E-3
2.267739472E1	-1.811510883E-3	-3.318518400E-3	4.727363586E-3	6.053272052E-3
2.268241842E1	-1.771493815E-3	-8.106768131E-3	-4.812240601E-3	9.592473063E-3
2.268744212E1	-1.785907894E-3	-3.300309181E-3	-9.523391724E-3	1.023603916E-2
2.269246581E1	7.703304291E-3	-3.285020590E-3	1.906204224E-2	2.082051180E-2
2.269748951E1	2.912998199E-3	-3.269851208E-3	-4.851341248E-3	6.535518138E-3
2.270251321E1	-1.890044659E-3	-8.005857468E-3	-5.912780762E-5	8.226148473E-3
2.270753691E1	-6.600406021E-3	-1.275500655E-2	9.445190430E-3	1.718915862E-2
2.271256061E1	-6.521922536E-3	1.592218876E-3	4.614830017E-3	8.146612216E-3
2.271758430E1	-1.124634221E-2	-7.935315371E-3	-9.676933289E-3	1.682535233E-2
2.272260800E1	3.071297891E-3	1.620739698E-3	-9.595870972E-3	1.020492075E-2
2.272763170E1	-1.733063720E-3	1.595020294E-3	-4.764556885E-3	5.314941383E-3
2.273265540E1	-1.693701372E-3	-7.932543755E-3	-4.724502563E-3	9.386948345E-3
2.273767910E1	-1.705882140E-3	-3.127664328E-3	-1.418685913E-2	1.462734733E-2
2.274270279E1	2.977535129E-3	-3.113746643E-3	1.840591431E-4	4.312193336E-3
2.274772649E1	-1.826046035E-3	-3.100007772E-3	-9.320259094E-3	9.990581659E-3
2.275275019E1	-1.733254641E-3	6.415694952E-3	-9.243011475E-3	1.138413697E-2
2.275777389E1	7.755519822E-3	-3.152042627E-3	3.366470337E-4	8.378352563E-3
2.276279758E1	1.241418906E-2	-1.269268990E-2	9.837150574E-3	2.029743822E-2
2.276782128E1	7.530529983E-3	-7.848054171E-3	-9.249687195E-3	1.427786921E-2
2.277284498E1	-2.009369433E-3	-1.259854436E-2	3.318786621E-4	1.276209344E-2
2.277786868E1	-1.967704855E-3	1.747310162E-3	1.458263397E-2	1.481817022E-2
2.278289238E1	-1.980482601E-3	-3.135740757E-3	9.712219238E-3	1.039626779E-2
2.278791608E1	-1.991714351E-3	-3.174483776E-3	-9.370803833E-3	1.009238514E-2
2.279293977E1	7.497771643E-3	-7.911205292E-3	-4.541397095E-3	1.180796495E-2
2.279796347E1	2.707736567E-3	-7.910102606E-3	-9.252548218E-3	1.247041335E-2
2.280298717E1	2.657437697E-3	1.698344946E-3	-4.425048828E-3	5.433912752E-3
2.280801087E1	-2.143474296E-3	-1.263377070E-2	5.115509033E-3	1.379764751E-2
2.281303456E1	7.399932481E-3	-3.038585186E-3	1.457595825E-2	1.662680245E-2
2.281805826E1	-6.889910437E-3	-3.078132868E-3	4.953384399E-3	9.026726139E-3
2.282308196E1	2.641835250E-3	6.437391043E-3	-9.341239929E-3	1.164809256E-2
2.282810566E1	7.395772263E-3	-3.130525351E-3	2.393722534E-4	8.034608604E-3
2.283312936E1	2.553932369E-3	-1.267129183E-2	9.740829468E-3	1.618542449E-2
2.283815305E1	-2.247557975E-3	-3.075808287E-3	-1.409530640E-2	1.460101969E-2
2.284317675E1	2.547123469E-3	-7.866084576E-3	5.027770996E-3	9.676859290E-3
2.284820045E1	7.249195129E-3	1.636683941E-3	4.987716675E-3	8.950244799E-3
2.285322415E1	-6.986736320E-3	-1.269489527E-2	-9.305000305E-3	1.722085599E-2
2.285824785E1	-2.152561210E-3	1.599103212E-3	5.027770996E-3	5.698169183E-3
2.286327154E1	-2.163799480E-3	-3.230065107E-3	4.987716675E-3	6.323975523E-3
2.286829524E1	2.630185336E-3	-8.019059896E-3	-4.553794861E-3	9.589590406E-3
2.287331894E1	-2.171941102E-3	-3.266006708E-3	-1.401615143E-2	1.455460851E-2
2.287834264E1	-6.932608783E-3	-1.280570030E-2	9.857177734E-3	1.758439586E-2
2.288336634E1	-2.100326121E-3	-3.209084272E-3	-4.478454590E-3	5.896282489E-3
2.288839003E1	-6.861590780E-3	1.556485891E-3	-9.192466736E-3	1.157607537E-2
2.289341373E1	-6.832145154E-3	-3.219723701E-3	3.871917725E-4	7.562720780E-3
2.289843743E1	2.697679214E-3	-1.275974512E-2	5.136489868E-3	1.401685046E-2
2.290346113E1	-2.105008811E-3	-7.967203856E-3	-4.405975342E-3	9.344518076E-3
2.290848483E1	-2.113760449E-3	-7.913082838E-3	-4.369735718E-3	9.283288937E-3
2.291350852E1	-2.123880200E-3	-7.912009954E-3	5.169868469E-3	9.687017529E-3
2.291853222E1	-1.633435860E-2	-7.805615664E-3	9.877204895E-3	2.062275644E-2
2.292355592E1	-1.147494093E-2	-3.001749516E-3	-9.209632874E-3	1.501672758E-2
2.292857962E1	2.898700535E-3	-1.249098778E-2	9.871482849E-3	1.618250333E-2
2.293360331E1	7.545187138E-3	-7.700771093E-3	1.454257965E-2	1.810299277E-2
2.293862701E1	-6.798522547E-3	-3.003060818E-3	-1.408195496E-2	1.592293122E-2
2.294365071E1	-1.965915784E-3	1.126286387E-2	-9.214401245E-3	1.468407702E-2
2.294867441E1	-1.977267675E-3	-3.148972988E-3	1.461982727E-2	1.508525664E-2
2.295369811E1	-1.937312074E-3	-3.134876490E-3	4.995346069E-3	6.207584960E-3
2.295872180E1	-1.897688955E-3	-7.871925831E-3	2.031326294E-4	8.099981637E-3
2.296374550E1	7.592454553E-3	6.434589624E-3	1.445484161E-2	1.754969390E-2
2.296876920E1	2.803072333E-3	-1.274067163E-2	-4.667282104E-3	1.385515971E-2
2.297379290E1	2.803192474E-3	-3.197252750E-3	-4.626274109E-3	6.283528095E-3
2.297881660E1	-1.946279779E-3	-7.986515760E-3	1.659393311E-4	8.221920386E-3
2.298384029E1	2.791795880E-3	-7.984787226E-3	1.441955566E-2	1.671749194E-2
2.298886399E1	-1.956140622E-3	-3.179460764E-3	-9.456634521E-3	1.016677891E-2
2.299388769E1	2.834672108E-3	-1.271981001E-2	-4.624366760E-3	1.382800421E-2
2.299891139E1	2.887184732E-3	-7.874965668E-3	4.916191101E-3	9.722132219E-3
2.300393509E1	2.835389227E-3	-7.821559906E-3	-9.377479553E-3	1.253608209E-2
2.300895878E1	7.587713189E-3	-7.821261883E-3	-1.404762268E-2	1.777867351E-2
2.301398248E1	-6.757789291E-3	-3.069847822E-3	5.074501038E-3	8.991231425E-3
2.301900618E1	2.825509757E-3	-7.807523012E-3	5.032539368E-3	9.709138657E-3
2.302402988E1	-1.924148761E-3	-7.807344198E-3	-1.876258850E-2	2.041302768E-2
2.302905358E1	-1.935848966E-3	-3.056108952E-3	5.150794983E-3	6.294283287E-3
2.303407727E1	2.856235020E-3	-3.095507622E-3	1.461219788E-2	1.520712243E-2
2.303910097E1	-1.150105428E-2	-1.268926263E-2	2.403259277E-4	1.712744558E-2
2.304412467E1	2.818710171E-3	-3.093630075E-3	-4.512786865E-3	6.154747709E-3
2.304914837E1	7.518518716E-3	-7.883757353E-3	9.779930115E-3	1.463997222E-2
2.305417206E1	-2.073936164E-3	-3.079235554E-3	4.946708679E-3	6.184887191E-3
2.305919576E1	-2.082947642E-3	-3.118515015E-3	1.441001892E-2	1.489001182E-2
2.306421946E1	-2.094765194E-3	-3.104686737E-3	4.787445068E-3	6.078383933E-3
2.306924316E1	2.698644064E-3	-1.264572144E-2	1.425170898E-2	1.924339262E-2
2.307426686E1	-2.048516646E-3	-3.050565720E-3	-1.201629639E-4	3.676521562E-3
2.307929055E1	-2.057742327E-3	-7.788449526E-3	4.631042480E-3	9.291975245E-3
2.308431425E1	7.486390881E-3	-1.718512177E-2	1.409435272E-2	2.345261686E-2
2.308933795E1	2.697892487E-3	1.844674349E-3	-2.737045288E-4	3.279689237E-3
2.309436165E1	-2.101919614E-3	-2.986669540E-3	4.481315613E-3	5.781042348E-3
2.309938535E1	7.442582399E-3	-3.026664257E-3	4.446029663E-3	9.182587274E-3
2.310440904E1	2.707107924E-3	-3.013640642E-3	-5.092620850E-3	6.507322825E-3
2.310943274E1	7.460502908E-3	-1.255545020E-2	-2.965927124E-4	1.460775139E-2
2.311445644E1	-6.829843856E-3	-1.246303320E-2	9.207725525E-3	1.693387649E-2
2.311948014E1	2.701399848E-3	-1.242405176E-2	1.863479614E-2	2.255903922E-2
2.312450384E1	7.402182557E-3	1.920372248E-3	4.226684570E-3	8.737562511E-3
2.312952753E1	-2.189304680E-3	-2.911537886E-3	-5.569458008E-4	3.685145379E-3
2.313455118E1	2.604893409E-3	-2.952158451E-3	1.845264435E-2	1.886798327E-2
2.313957482E1	2.608108334E-3	-2.992421389E-3	4.047393799E-3	5.669057365E-3
2.314459847E1	-2.139735967E-3	-3.032356501E-3	-7.352828979E-4	3.783423964E-3
2.314962212E1	-2.149642445E-3	-1.257401705E-2	4.023551941E-3	1.337594249E-2
2.315464576E1	-2.055586316E-3	-7.783025503E-3	8.743286133E-3	1.188469493E-2
2.315966941E1	2.734618261E-3	-1.723229885E-2	-1.033401489E-2	2.027861249E-2
2.316469305E1	2.736750990E-3	1.903206110E-3	-7.448196411E-4	3.415663300E-3
2.316971670E1	2.633547410E-3	-1.237794757E-2	1.351451874E-2	1.851462597E-2
2.317474035E1	2.636522986E-3	-2.784967422E-3	-8.516311646E-4	3.928431321E-3
2.317976399E1	-2.111558802E-3	1.977086067E-3	-1.984882355E-2	2.005849810E-2
2.318478764E1	2.627893351E-3	-2.855241299E-3	-6.771087646E-4	3.939124600E-3
2.318981128E1	2.683574334E-3	-1.714938879E-2	-5.420684814E-3	1.818479945E-2
2.319483493E1	-6.868591532E-3	-2.765595913E-3	-1.012706757E-2	1.254526077E-2
